DISTRICT,UPAZILA,EIIN,INSTITUTE_NAME,ADDRESS,POST,MOBAILE,MANAGEMENT,MPO
Satkhira,Satkhira Sadar,118825,BANKAL SECONDARY SCHOOL,BANKAL KALIGANG SAROK SATKHIRA,BANKAL,1720586166,PRIVATE,Yes
Satkhira,Satkhira Sadar,118826,ALIPUR UNION SECONDARY SCHOOL,ALIPUR,ALIPUR,1716130037,PRIVATE,Yes
Satkhira,Satkhira Sadar,118827,BHALUKA CHANDPUR MODEL HIGH SCHOOL,BHALUKA CHANDPUR,BHALUKA CHANDPUR,1716337715,PRIVATE,Yes
Satkhira,Satkhira Sadar,118828,BHABANIPUR UNITED HIGH SCHOOL,BHABANIPUR,KUSHKHALI,1720589485,PRIVATE,Yes
Satkhira,Satkhira Sadar,118829,SATKHIRA NAISHA SECONDARY SCHOOL,"MUKTIZODDHA SARAK, RADHA NAGAR",SATKHIRA,1309118829,PRIVATE,Yes
Satkhira,Satkhira Sadar,118830,SHIBPUR UNION HIGH SCHOOL,BAROPOTA,JAGANNATHPUR,1720586274,PRIVATE,Yes
Satkhira,Satkhira Sadar,118831,GAVA A. K. M. ADARSHA HIGH SCHOOL,GAVA,BANGDAHA,1720589466,PRIVATE,Yes
Satkhira,Satkhira Sadar,118832,G. G. K. H. KANAI LAL HIGH SCHOOL,GOYALPOTA,GOYAL POTA,1720586326,PRIVATE,Yes
Satkhira,Satkhira Sadar,118833,PALLI UNNAYAN HIGH SCHOOL ,NEHALPUR / 104,DHULIHAR,1309118833,PRIVATE,Yes
Satkhira,Satkhira Sadar,118834,SONAR BANGLA SECONDARY SCHOOL,CHUPRIA,BALA DANGA,1720589415,PRIVATE,Yes
Satkhira,Satkhira Sadar,118835,TALTALA ADERSHA HIGH SCHOOL,TALTALA,BENERPOTA,1720586552,PRIVATE,Yes
Satkhira,Satkhira Sadar,118836,SATKHIRA POLICE LINE SECONDARY SCHOOL,RASULPUR,SATKHIRA,1309118836,PRIVATE,Yes
Satkhira,Satkhira Sadar,118837,MACH KHOLA SECONDARY SCHOOL,MACHKHOLA,SATKHIRA,1717724474,PRIVATE,Yes
Satkhira,Satkhira Sadar,118838,RAIPUR HIGH SCHOOL,RAIPUR,BANTRA,1720589589,PRIVATE,Yes
Satkhira,Satkhira Sadar,118839,JHAUDANGA GIRL'S HIGH SCHOOL,WARIA,JHAUDANGA,1727044609,PRIVATE,Yes
Satkhira,Satkhira Sadar,118840,B K IDEAL SECONDARY GIRLS SCHOOL,BANSHDAHA,BANSHDAHA,1718171669,PRIVATE,Yes
Satkhira,Satkhira Sadar,118841,MIRZA NAGOR IDEAL HIGH SCHOOL,HOWALKHALI,KAONDANGA,1740552229,PRIVATE,Yes
Satkhira,Satkhira Sadar,118842,KUSHKHALI HIGH SCHOOL,KUSHKHALI,KUSHKHALI,1711161291,PRIVATE,Yes
Satkhira,Satkhira Sadar,118843,KAMAL NAGAR UDAYON GIRLS HIGH SCHOOL,KAMAL NAGOR,SATKHIRA,1779423556,PRIVATE,Yes
Satkhira,Satkhira Sadar,118844,MAHMUDPUR GIRLS COLLEGIAIE HIGH SCHOOL,MAHAMUDPUR,BHARUKHALI,1717883022,PRIVATE,Yes
Satkhira,Satkhira Sadar,118845,ABADER HAT GIRLS HIGH SCHOOL,AGARDARI,AGARDARI,1727044633,PRIVATE,Yes
Satkhira,Satkhira Sadar,118846,D. B. GIRLS HIGH SCHOOL,BRAHMARAJPUR,BRAHMARAJPUR,1712073620,PRIVATE,Yes
Satkhira,Satkhira Sadar,118847,KHEJURDAGA R K SECONDARY SCHOOL,KHEJURDANGA,BEPERPOTA,1717527804,PRIVATE,Yes
Satkhira,Satkhira Sadar,118848,DHULIHAR IDEAL SECONDARY SCHOOL,DHULIHAR,DHULIHAR,1309118848,PRIVATE,Yes
Satkhira,Satkhira Sadar,118849,BHOMRA UNION POLLY SHREE HIGH SCHOOL,BAICHANA,SANKRA KOMORPUR,1716464274,PRIVATE,Yes
Satkhira,Satkhira Sadar,118850,RASHIDA BEGUM SECONDARY SCHOOL,BHOMRA,BHOMRA,1309118850,PRIVATE,Yes
Satkhira,Satkhira Sadar,118851,BHARUKHALI SECONDARY SCHOOL,BHARUKHALI,BHARUKHALI,1720589538,PRIVATE,Yes
Satkhira,Satkhira Sadar,118852,BAIKARI UNION HIGH SCHOOL,BAIKARI,BAIKARI,1720589453,PRIVATE,Yes
Satkhira,Satkhira Sadar,118853,ALIPUR ADARSHA SECONDARY GIRLS SCHOOL,ALIPUR,ALIPUR,1740940856,PRIVATE,Yes
Satkhira,Satkhira Sadar,118854,THE POLE STAR POURA HIGH SCHOOL,SULTANPUR,SATKHIRA,1715352360,PRIVATE,Yes
Satkhira,Satkhira Sadar,118855,BALLI ADEAL SECONDARY GIRLS SCHOOL,BALLI,AKHRAKHOLA,1717488770,PRIVATE,Yes
Satkhira,Satkhira Sadar,118856,DEBNAGAR BEGUM ROKEYA SECONDARY SCHOOL,DEBNAGAR,DEBNAGAR,1713991749,PRIVATE,Yes
Satkhira,Satkhira Sadar,130972,SHIBPUR UNION  JUNIOR SECONDARY GIRLS  SCHOOL,JHITKI,ARUYAKHALI,1728241522,PRIVATE,No
Satkhira,Satkhira Sadar,133922,RISHILPI CENTRE SCHOOL,GOPINATHPUR,BINERPOTA,1309133922,PRIVATE,No
Satkhira,Satkhira Sadar,134538,NOBO JIBON INSTITUTE,POLASHPOL,SATKHIRA,1760090807,PRIVATE,No
Satkhira,Satkhira Sadar,136879,P.N. BIAM LABORATORY SCHOOL,SULTANPUR,SATKHIRA,1711283089,PRIVATE,No
Satkhira,Satkhira Sadar,137311,INDIRA GOVT. PRIMARY SCHOOL,INDIRA,AGARDARI,1703464263,GOVERNMENT PRIMARY,No
Satkhira,Satkhira Sadar,137824,SATKHIRA PUBLIC SCHOOL,KATIA,SATKHIRA,1848390601,PRIVATE,No
Satkhira,Satkhira Sadar,138907,SATKHIRA COLLECTORATE SCHOOL AND COLLEGE,SHOHID NAZMUL SHARANI,SATKHIRA,1727033163,PRIVATE,No
Satkhira,Shyamnagar,118917,SHAWKATNAGAR HIGH SCHOOL,GUMANTALI,SHAWKATNAGAR,1309118917,PRIVATE,No
Satkhira,Shyamnagar,118918,BURIGOALINI FOREST SECONDARY SCHOOL,BURIGOALINI,BURIGOALINI,1,PRIVATE,Yes
Satkhira,Shyamnagar,118919,NAKIPUR H. C. PILOT HIGH SCHOOL,HAYBATPUR,NAKIPUR,1796314106,PUBLIC,No
Satkhira,Shyamnagar,118920,GABURA G.L.M SECONDARY SCHOOL,KHALISHABUNIA,GAINBARI,1309118920,PRIVATE,Yes
Satkhira,Shyamnagar,118921,SUNDARBAN HIGH SCHOOL,JATINDRANAGAR,JATINDRA NAGAR,1309118921,PRIVATE,Yes
Satkhira,Shyamnagar,118922,BHURULIA NAGBATI SECONDARY SCHOOL,BHURULIA,BHURULIA,1717197901,PRIVATE,Yes
Satkhira,Shyamnagar,118923,PATAKHALI SECONDARY SCHOOL,PATAKHALI,PATAKHALI,1930570325,PRIVATE,Yes
Satkhira,Shyamnagar,118924,BHET KHALI A.KARIM M.L.SCHOOL,BHET KHALI,BHET KHALI,1720586863,PRIVATE,Yes
Satkhira,Shyamnagar,118925,NURNAGAR ASHALATA SECONDARY SCHOOL,NURNAGAR,NUR NAGAR,1720586880,PRIVATE,Yes
Satkhira,Shyamnagar,118926,ARPANGASHIA P N HIGH SCHOOL,ARPANGASHIA,ARPANGASHIA,1720586910,PRIVATE,Yes
Satkhira,Shyamnagar,118927,NOWABEKI SECONDARY SCHOOL,NOWABENKI,NOWABENKI,1718928906,PRIVATE,Yes
Satkhira,Shyamnagar,118928,BANASREE SHIKSHA NIKETAN,HARI NAGAR L G E D,HARINAGAR,1977631270,PRIVATE,Yes
Satkhira,Shyamnagar,118929,ISWARIPUR A SOBHAN HIGH SCHOOL,ISWARIPUR,ISWARIPUR,1716190973,PRIVATE,Yes
Satkhira,Shyamnagar,118930,CHANDNIMUKHA M.M. HIGH SCHOOL,CHANDNIMUKHA,CHANDNIMUKHA,1718976850,PRIVATE,Yes
Satkhira,Shyamnagar,118931,KAI KHALI S.R. HIGH SCHOOL,KAIKHALI,SHAILKHALI,1720586875,PRIVATE,Yes
Satkhira,Shyamnagar,118932,ABAD CHANDIPUR SECONDARY SCHOOL,ABAD CHANDIPUR,KADAMTALA,1309118932,PRIVATE,Yes
Satkhira,Shyamnagar,118933,NAKIPUR PILOT GIRLS HIGH SCHOOL,BADAGHATA,NAKIPUR,1712538389,PRIVATE,Yes
Satkhira,Shyamnagar,118934,"TRIPANI BIDYAPITH, MUNSHIGANJ",JELEKHALI,HARINAGAR,1916054654,PRIVATE,Yes
Satkhira,Shyamnagar,118936,RAMJANNAGAR UNION TOFAZZEL BIDYAPITH,BHAIRABNAGAR,RAMJANNAGAR,1715398559,PRIVATE,Yes
Satkhira,Shyamnagar,118937,DHUMGHAT ADARSHA SECONDARY SCHOOL,DHUMGHAT,DHUMGHAT,1720590091,PRIVATE,Yes
Satkhira,Shyamnagar,118938,JHAPA BROJA BIHARI UNITED SECONDARY SCHOOL,JHAPA,JHAPA,1304532891,PRIVATE,Yes
Satkhira,Shyamnagar,118939,KALBARI NEKJANIA HIGH SCHOOL,KALBARI,KALBARI,1309118939,PRIVATE,Yes
Satkhira,Shyamnagar,118941,SAFIRUN NESA GIRLS HIGH SCHOOL,NOWABENKI,NOWBENKI,1309118941,PRIVATE,Yes
Satkhira,Shyamnagar,118942,SHANKARKATI KHADIZA JR. GIRLS H. SCHOOL,SHANKARKATI,GOBINDAPUR,1728242732,PRIVATE,Yes
Satkhira,Shyamnagar,118944,TAPOBAN SECONDARY GIRL'S SCHOOL,ARPANGASHIA,ARANG PANGASHIA,1716456532,PRIVATE,Yes
Satkhira,Shyamnagar,118945,ZOBEDA SOHRAB MODEL HIGH SCHOOL,ISMAILPUR,NAKIPUR,1710776557,PRIVATE,Yes
Satkhira,Shyamnagar,118946,PATRAKHOLA ARSHAD ALI GIRLS HIGH SCHOOL,PATRAKHOLA,PATHRAKHOLA,1720586914,PRIVATE,Yes
Satkhira,Shyamnagar,118947,SUNDARBAN GIRLS HIGH SCHOOL,MUNSHIGONG,KALINAGAR,1309118947,PRIVATE,Yes
Satkhira,Shyamnagar,118948,KALINCHI A GAFFAR SECONDARY SCHOOL,KALINCHI,BHETKHALI,1789471800,PRIVATE,Yes
Satkhira,Shyamnagar,118949,HENCHI BANGABANDHU HIGH SCHOOL,HENCHI,HENCHI,1712447238,PRIVATE,Yes
Satkhira,Shyamnagar,118950,CHINGRA KHALI MADHYAMIC VIDYANEKATON,CHINGRAKHALI,ROMJAN NAGAR,1720590119,PRIVATE,Yes
Satkhira,Shyamnagar,118951,KANTHAL BARIA A.G. HIGH SCHOOL,KANTHAL BARIA,GOBINDAPUR,1822860619,PRIVATE,Yes
Satkhira,Shyamnagar,118952,PORAKATLA DIPAYAN HIGH SCHOOL,PORAKATLA,BHAMIA PORAKATLA,1916385050,PRIVATE,Yes
Satkhira,Shyamnagar,118953,SRIFALKATI HIGH SCHOOL,SRIFALKATI,ISHWARIPUR,1716953093,PRIVATE,Yes
Satkhira,Shyamnagar,118954,MUNSHIGANJ  HIGH SCHOOL,PURBA KALINAGAR,PURBA MUNSHIGONJ,1715743091,PRIVATE,Yes
Satkhira,Shyamnagar,130908,GAWHAR ALAM JUNIOR SCHOOL,RAMJANNOGOR,RAMJAN NAGAR,1731279319,PRIVATE,No
Satkhira,Shyamnagar,130919,BONGSHIPUR JUNIOR GIRLS SCHOOL,BONGSHIPUR,ISWARIPUR,1309130919,PRIVATE,No
Satkhira,Shyamnagar,130962,DHUMGHAT JUNIOR GIRLS HIGH SCHOOL,DHUMGAT,JALEKHALI,1924662643,PRIVATE,No
Satkhira,Shyamnagar,138114,B.K. HIGH SCHOOL,KHUTIKATA,PADMAPUKUR,1711137547,PRIVATE,No
Satkhira,Shyamnagar,138618,SHAHEBKHALI SIDDIQUE GAZI SECONDARY SCHOOL,SHAPKHALI,SHOLOKHALI,1710428095,PRIVATE,No
Satkhira,Shyamnagar,139034,SHYAMNAGAR MODERN SCHOOL,VILLAGE-BADGHATA,NAKIPUR,1914287157,PRIVATE,No
Satkhira,Tala,118997,A. S. A. ALI MEMORIAL JUNIOR SCHOOL,MAJHIARA,TALA,1712862063,PRIVATE,No
Satkhira,Tala,118998,K S D GIRLS HIGH SCHOOL,KHESRA,KHESRA,1309118998,PRIVATE,Yes
Satkhira,Tala,118999,FULBARI HIGH SCHOOL,SENERGANTI,SENARGANTI,1309118999,PRIVATE,Yes
Satkhira,Tala,119000,MAGURA GIRLS HIGH SCHOOL,MAGURA,BARAUIPARA,1720586420,PRIVATE,Yes
Satkhira,Tala,119001,PALLY SMRITY  GIRLS HIGH SCHOOL,DOHAR,ATULIA BAZAR,1769924454,PRIVATE,No
Satkhira,Tala,119002,TERSI ADARSHA HIGH SCHOOL,TERCHI,MIRZAPUR,1712632620,PRIVATE,Yes
Satkhira,Tala,119003,SHAHID ALI AHMED GOVT. GIRLS HIGH SCHOOL,TALA,TALA,1712809155,PUBLIC,No
Satkhira,Tala,119004,TALA B. DEY GOVT. HIGH SCHOOL,TALA,TALA,1309119004,PUBLIC,No
Satkhira,Tala,119005,J.N.A.  PALLI MONGAL SECONDARY  SCHOOL,ATARAI,JEALA NALTA,1718680379,PRIVATE,Yes
Satkhira,Tala,119006,SHAHEED KAMEL MODEL HIGH SCHOOL,TALA,TALA,1720589723,PRIVATE,Yes
Satkhira,Tala,119007,KUMIRA M.L. HIGH SCHOOL,KUMIRA,KUMIRA,1720586191,PRIVATE,Yes
Satkhira,Tala,119008,KUMIRA PILOT GIRLS HIGH SCHOOL ,KUMIRA,KUMIRA,1720530925,PRIVATE,Yes
Satkhira,Tala,119009,KHALISHKHALI SAIVA BALIKA VIDYALAYA ,KHALISHKHALI,KHALISHKHALI,1720586536,PRIVATE,Yes
Satkhira,Tala,119010,ISLAMKATI GIRLS HIGH SCHOOL,ISLAMKATI,ISLAMKATI,1720586548,PRIVATE,Yes
Satkhira,Tala,119011,ISLAMKATI P. N.  ML. HIGH SCHOOL,ISLAMKATI,ISLAMKATI,1714514752,PRIVATE,Yes
Satkhira,Tala,119012,SUBHASHINI HIGH SCHOOL,SUBHASHINI,SUBHASHINI,1713991997,PRIVATE,Yes
Satkhira,Tala,119013,JALALPUR HIGH SCHOOL,JALALPUR,JETHUA BAZAR,1735552201,PRIVATE,Yes
Satkhira,Tala,119014,JAGORONI HIGH SCHOOL,JETHUA BAZAR,JETHUA BAZAR,1714766259,PRIVATE,Yes
Satkhira,Tala,119015,RAJAPUR U.B.R HIGH SCHOOL,RAJAPUR,RAJAPUR,1725437111,PRIVATE,Yes
Satkhira,Tala,119016,KHALIL NAGAR UNION HIGH SCHOOL,KHALIL NAGOR,KHALIL NAGAR,1309119016,PRIVATE,Yes
Satkhira,Tala,119017,SARULIA BL SECONDARY SCHOOL,SARULIA,SARULIA,1720586605,PRIVATE,Yes
Satkhira,Tala,119018,NAGARGHATA KABI NAZRUL BIDYAPITH,NAGARGHATA,NAGARGHATA,1712985944,PRIVATE,Yes
Satkhira,Tala,119019,KRISNAKATI HIGH SCHOOL,KRISNAKATI,KANAIDIA,1309119019,PRIVATE,Yes
Satkhira,Tala,119020,RATH KHOLA  HIGH SCHOOL,KANAIDIA,KANAIDIA,1761888624,PRIVATE,Yes
Satkhira,Tala,119021,PATKELGHATA ADARSHA UCHCHA VIDYALAYA,RAJENDRAPUR,PATKEL GHATA,1717127011,PRIVATE,Yes
Satkhira,Tala,119022,H.M.S.HIGH SCHOOL,HARIRARNAGAR,HARIRARNAGAR,1715713111,PRIVATE,Yes
Satkhira,Tala,119023,SUJAN SAHA GIRLS HIGH SCHOOL,SUJANSAHA,SUJAN SAHA,1715914927,PRIVATE,Yes
Satkhira,Tala,119024,MADRA AGRANI HIGH SCHOOL,MADRA,MADRA,1718553834,PRIVATE,Yes
Satkhira,Tala,119025,KALAGACHI SAMMELANI HIGH SCHOOL,KALAGACHI,RAJAPUR,1780636731,PRIVATE,Yes
Satkhira,Tala,119026,BARAT MONOHORPUR HIGH SCHOOL,BARAT,MIRZAPUR,1727010177,PRIVATE,Yes
Satkhira,Tala,119027,DUMURIA HIGH SCHOOL,DUMURIA,MAMUD KATI,1720586431,PRIVATE,Yes
Satkhira,Tala,119028,GHOSHNAGAR GONGARAMPUR GIRLS HIGH SCHOOL,GHOSH NAGAR,GONALI NALTA,1720537807,PRIVATE,Yes
Satkhira,Tala,119029,GHONA PALLI MANGAL HIGH SCHOOL,GHONA,SUJAN SAHA,1720589830,PRIVATE,Yes
Satkhira,Tala,119030,DALUA  SECONDARY SCHOOL,TIKARAMPUR,THIKRAMPUR,1719568266,PRIVATE,Yes
Satkhira,Tala,119031,KASHIPUR MULTILATERAL HIGH SCHOOL,KASHIPUR,SARULIA KASHIPUR,1720586527,PRIVATE,Yes
Satkhira,Tala,119032,MOHANDI PROGATI HIGH SCHOOL,MOHANDI,M0HANDI,1309119032,PRIVATE,Yes
Satkhira,Tala,119033,SHAHAJATPUR YOUSUF SMRITY HIGH SCHOOL,SHAHAJATPUR,KESHRA,1720589804,PRIVATE,Yes
Satkhira,Tala,119034,SAMAKAL MADHYMIK BIDYAPITH,JATPUR,JATPUR,1761877243,PRIVATE,Yes
Satkhira,Tala,119035,GACHA ADARSHA HIGH SCHOOL,GACHHA,TIKARAMPUR,1720586369,PRIVATE,Yes
Satkhira,Tala,119036,SYED DIDAR BOKTH GIRLS HIGH SCHOOL,SHUVASHINI,SHUVASHINI,1724599844,PRIVATE,Yes
Satkhira,Tala,119037,A. J. D. P. GIRLS HIGH SCHOOL,ALADIPUR,JATPUR,1719968945,PRIVATE,Yes
Satkhira,Tala,119038,SENERGANTI GIRLS HIGH SCHOOL,SENERGANTI,SENERGANTI,1718102144,PRIVATE,Yes
Satkhira,Tala,119039,DHANDIA HIGH SCHOOL,DHANDIA,SENAR GATI,1720586540,PRIVATE,Yes
Satkhira,Tala,119040,A.J.H. SECONDARY GIRLS SCHOOL,ATARAI,JEALA NALTA,1712242768,PRIVATE,Yes
Satkhira,Tala,119041,SHATADAL HIGH SCHOOL,KALIA,DEWANIPARA ,1724395917,PRIVATE,Yes
Satkhira,Tala,119042,SAHAPUR SHIRAJUDDIN GAZI MEMORIAL HIGH SCHOOL,SAHAPUR,TALA,1714939671,PRIVATE,Yes
Satkhira,Tala,119044,DADPUR M K HIGH SCHOOL,DADPUR,BAHADURPUR,1710027968,PRIVATE,Yes
Satkhira,Tala,119045,"PROGATI SECONDARY SCHOOL, MAGURA",MAGURA,BARUAI PARA,1720586382,PRIVATE,Yes
Satkhira,Tala,119046,KHALISH KHALI SECONDARY SCHOOL,KHALISH KHALI,KHALISH KHALI,1712449714,PRIVATE,Yes
Satkhira,Tala,119047,PARMADRA PALLI SREE  HIGH SCHOOL,MADRA,MADRA,1720586475,PRIVATE,Yes
Satkhira,Tala,119048,KAPOTAKHA HIGH SCHOOL,CHARGRAM,JETHUA BAZAR,1718336210,PRIVATE,Yes
Satkhira,Tala,119049,FALAYA CHANDKATI AGRANI SECONDARY SCHOOL,CHANDKATI,BARUI PARA,1772831773,PRIVATE,Yes
Satkhira,Tala,119050,MRIZAPUR SECONDARY SCHOOL,MRIZAPUR,MRIZAPUR,1720589822,PRIVATE,Yes
Satkhira,Tala,119051,H. N. G. JUNIOR SCHOOL,HORISH CNARDRA KATHI,TALA,1727509219,PRIVATE,No
Satkhira,Tala,119053,UDDYAN SECONDARY SCHOOL,LAKSHMANPUR,SUVASUNI,1718746449,PRIVATE,No
Satkhira,Tala,119054,NOWAPARA HIGH SCHOOL,NOWAPARA,MRIZAPUR,1720589712,PRIVATE,Yes
Satkhira,Tala,119055,TALA PUBLIC HIGH SCHOOL,TALA,TALA,1309119055,PRIVATE,Yes
Satkhira,Tala,119056,BANGABUNDHU PESHAVITTICK SECONDARY SCHOOL,KAPASHDANGA,NAGARGHATA,1711189069,PRIVATE,Yes
Satkhira,Tala,119057,AMIRUNNESA SECONDARY SCHOOL,GUGIPUKURIA,PATKEL GHATA,1716848354,PRIVATE,Yes
Satkhira,Tala,119058,ADARSHA  GIRLS HIGH SCHOOL,NAGARGATA,NAGARGHATA,1718100258,PRIVATE,Yes
Satkhira,Tala,119059,SONAR BANGLA HIGH SCHOOL,DEWANIPARA,DEWANIPARA,1712827252,PRIVATE,Yes
Satkhira,Tala,119060,NANGLA ADARSHA HIGH SCHOOL,NANGLA,SUJANSAHA,1720587158,PRIVATE,No
Satkhira,Tala,119061,KHALIL NAGAR UNION GIRLS SCHOOL,KHALIL NAGAR,KHALIL NAGAR,1309119061,PRIVATE,Yes
Satkhira,Tala,119062,J C S SECONDARY SCHOOL,RAJENDRAPUR,PATKELGHATA,1704184858,PRIVATE,Yes
Satkhira,Tala,119063,H. S. B. R. JR SCHOOL,HORIN KHULA,RAJAPUR,1739008897,PRIVATE,No
Satkhira,Tala,119064,SHAHED ZIA MEMORIAL JUNIOR SCHOOL,BARUIHATI,TALA,1735156812,PRIVATE,No
Satkhira,Tala,119065,KABI SIKANDAR ABU JAFOR JUNIOR SCHOOL,TENTULIA,SUKDEBPUR,1728243354,PRIVATE,No
Satkhira,Tala,130986,M. K. UNITED JUNIOR HIGH SCHOOL,MURAKALIA,SHUKDEBPUR,1309130986,PRIVATE,No
Satkhira,Tala,135260,K.D.K. JUNIOR GIRLS SCHOOL,KATAKHLI,SENERGANTI,1735607835,PRIVATE,No
Satkhira,Tala,137312,10NO. MITHABARI GOVT. PRIMARY SCHOOL,MITHABARI,NAGARGHATA,1718975941,GOVERNMENT PRIMARY,No
Jamalpur,Bakshiganj,109679,MERUR CHAR HASEN ALI HIGH SCHOOL,MERUR CHAR,MERUR CHAR,1774890044,PRIVATE,Yes
Jamalpur,Bakshiganj,109680,JANOKIPUR ADARSHA  HIGH SCHOOL,JANOKIPUR,JOYGANJ BAZAR,1814285294,PRIVATE,Yes
Jamalpur,Bakshiganj,109681,GOPAL PUR CO-OPERATIVE GIRLS HIGH SCHOOL,GOPALPUR,RAMRAMPUR,1717241321,PRIVATE,Yes
Jamalpur,Bakshiganj,109682,JAGIRPARA HIGH SCHOOL,JAGIR PARA,MARUR CHAR,1914492468,PRIVATE,Yes
Jamalpur,Bakshiganj,109683,BOKSHIGONG UL FATUNNESA GOVT GIRLS HIGH SCHOOL,BOKSHIGONG,BOKSHIGONJ,1309109683,PUBLIC,No
Jamalpur,Bakshiganj,109684,SHARMARA NASIR UDDIN HIGH SCHOOL,SARMARA,RAMRAMPUR,1717301505,PRIVATE,Yes
Jamalpur,Bakshiganj,109685,NILAKHIA R.J. PILOT HIGH SCHOOL,NILAKHIA,JOYGONJ BAZAR,1927800915,PRIVATE,Yes
Jamalpur,Bakshiganj,109686,BAKSIGONJ N M HIGH SCHOOL,BAKSIGONJ THANA ROAD,BAKSHIGANG,1309109686,PRIVATE,Yes
Jamalpur,Bakshiganj,109687,DHANUA KAMALPUR CO- OPERATIVE HIGH SCHOOL,KAMALPUR,DANUA KAMALPUR,1716919017,PRIVATE,Yes
Jamalpur,Bakshiganj,109688,ALIR PARA M.U.MUL. HIGH SCHOOL,ALIR PARA,ALIRPARA,1735410644,PRIVATE,Yes
Jamalpur,Bakshiganj,109689,BATTAJORE NAGAR MAMUD HIGH SCHOOL,BATTAJORE,JINNAH BAZAR,1715867157,PRIVATE,Yes
Jamalpur,Bakshiganj,109690,LAWCHAPRA HIGH SCHOOL,LAWCHAPRA,LAWCHAPRA,1309109690,PRIVATE,Yes
Jamalpur,Bakshiganj,109691,SHADHUR PARA NAZRUL ISLAM HIGH SCHOOL,SHADHUR PARA,SADHURPARA,1745275331,PRIVATE,Yes
Jamalpur,Bakshiganj,109692,BOGAR CHAR ADARSHA GIRLS HIGH SCHOOL,BOGAR CHAR,BAGAR CHAR,1716883793,PRIVATE,Yes
Jamalpur,Bakshiganj,109694,BHATY  KHEWARCHAR  HIGH SCHOOL,BHATY KHEWAR CHAR,RABIARCHAR,1774890033,PRIVATE,Yes
